Date,Open,High,Low,Close,Volume
2024-02-12,102.1534688503248,103.17991688248097,101.72842355619494,102.02612021133999,993546
2024-02-13,102.07928582729306,104.90714568747005,101.77347939859953,104.29219333299253,857806
2024-02-14,103.98965166526177,105.31768462159768,102.30730317161431,102.81400348903604,1100618
2024-02-15,103.1971184930198,103.43547347579918,101.99310110874005,102.08904719109563,995108
2024-02-16,102.27120353520658,102.55039378394511,100.71440758287446,101.460511106113,846647
2024-02-19,102.10137272994739,102.38821571832709,102.02869391422217,102.29002244386756,1034299
2024-02-20,102.37978500782074,104.20348502705701,101.70021540606568,103.94719662508456,1051450
2024-02-21,104.02338344938212,106.66801349652046,103.16946015536453,105.89005890911285,1198111
2024-02-22,105.81402170883361,108.18862144392415,104.8861739204402,107.94045296583903,867154
2024-02-23,108.21821690833421,108.47443768500678,106.9802729136189,106.98356064685213,980386
2024-02-26,107.58587033112893,108.00119859235389,107.17019803804092,107.94253080773014,753979
2024-02-27,107.57844917001374,108.36515728322493,106.86582109374555,107.431870401405,959905
2024-02-28,106.86188299919074,107.97093557884698,106.55144745517069,107.95109535977855,960679
2024-02-29,108.18345596319688,110.27696799029242,108.0831662131137,109.39910703804081,916486
2024-03-01,109.50522276773944,109.62123699745337,108.41650335375822,109.12651630966167,1010858
2024-03-04,110.22540899612606,111.6910110963362,109.66111441239464,110.44725706086305,965513
2024-03-05,110.18628918318753,110.39494124834711,107.39599713378543,108.178683073911,912509
2024-03-06,107.24951947624626,107.35419452712789,105.66848440206063,106.34638801371048,936467
2024-03-07,106.30629008503166,107.4274355906052,104.21291840746001,105.13837492571746,1255509
2024-03-08,104.67711791227472,105.83081479626718,101.22872621211175,103.02448449735891,859412
2024-03-11,103.16523883561034,104.2352878677683,102.08097427202208,102.68901053355304,970566
2024-03-12,102.86759332555519,104.05727672477252,102.78499704780646,103.82295491582471,835012
2024-03-13,103.71232637036336,103.8567996465611,103.08461283685418,103.42923525420395,1056584
2024-03-14,103.49353900019125,105.00433170695567,103.46053158996554,104.78318277076318,1000010
2024-03-15,104.91583587503042,104.97707730378237,102.75266522567406,104.0595501412576,1188802
2024-03-18,103.74193658136608,104.99015347861112,103.00050772117396,104.29404611844079,1031529
2024-03-19,103.5662463929085,104.83531635151029,103.28387074062776,104.25517478552426,866748
2024-03-20,104.36515031846082,104.39800455024388,103.7062839155817,103.88840310313698,987581
2024-03-21,103.95180100615991,104.86958645071239,102.1733983178596,103.77147389425096,971577
2024-03-22,103.89433682454565,104.50127739112669,102.79925615709057,104.2686033074624,1039359
2024-03-25,103.62886896203109,106.4994663573079,103.42460077824474,105.95032918285573,992641
2024-03-26,105.80858621662234,106.6339215001243,104.30201852070826,104.667930430709,1207877
2024-03-27,104.851763606562,107.66036378825763,104.57558836513245,106.54551339178438,1099358
2024-03-28,106.57387402424355,107.01983697635902,105.79528712754701,106.42719900558616,858603
2024-03-29,106.34603717343525,108.34786947899892,105.86692552510728,107.59177019030056,1218477
2024-04-01,106.91521581463599,108.15843715429466,106.1633834030405,108.11500529843883,937806
2024-04-02,108.39071318381139,111.09794570139093,107.73144789391965,110.63399291688228,1003933
2024-04-03,110.33698920209936,110.54354631626036,108.26302612683331,109.01873003263997,1073051
2024-04-04,109.15145672969224,109.19863214640291,106.18288091567499,106.4472257515356,1193945
2024-04-05,106.1955404725603,106.57205017046645,102.87467499775508,103.86026386770894,1177113
2024-04-08,104.21196961233244,105.32343548234729,103.70314611075017,104.96386476269673,1128216
2024-04-09,105.06227925710266,105.82130925970961,104.51804912930659,105.649938779632,982296
2024-04-10,105.81196093282172,106.54790665160343,105.13992626150804,105.91254307986435,984998
2024-04-11,105.59752179859318,108.29585704421315,105.46934360358188,107.76420234078523,1101326
2024-04-12,108.33705985266835,109.20068899267842,107.78985798683728,108.64218516964107,1066493
2024-04-15,108.55302831287506,113.21180873981707,107.50814829811412,111.86704008842909,945076
2024-04-16,112.45302232427359,113.96436683096053,111.60851325161363,112.87919621621359,807846
2024-04-17,113.07769952307127,113.43334325537064,112.08255567775787,112.26865726465854,830468
2024-04-18,112.29306608085575,112.61092914478004,109.12980154508428,109.43142899383459,1084234
2024-04-19,109.76415879286728,110.32662836278979,109.41506615377048,110.17510803535343,915439
2024-04-22,110.26182734618526,110.80466516071989,109.97535216087948,110.23577834840742,1062540
2024-04-23,110.18394893919073,110.73234704181353,108.70866346202148,110.024374789479,844423
2024-04-24,108.99735617113916,109.44093035571004,106.74607496774402,107.22823782635486,965813
2024-04-25,107.6954173174826,108.9588426810942,107.65074228508578,108.09772358985445,1162430
2024-04-26,107.7356402229187,108.36528914698563,106.7786009285911,107.98018837498218,893423
2024-04-29,108.32727342205344,109.44571124603627,107.07099580316525,107.96637053296331,1047139
2024-04-30,108.17137581993906,108.25645476007817,105.72909024499175,106.90347137626856,1111395
2024-05-01,106.67516822086556,107.3598643314396,105.5454134521896,105.96138602931129,1051346
2024-05-02,106.10068795449936,106.33108890062508,105.06066929803488,105.89981625799133,958865
2024-05-03,106.35189088927686,106.56341725273671,103.78898482475203,104.48775238087964,1046005
2024-05-06,104.63352361789376,105.85837153062646,103.1691335482269,104.47103943678819,1008325
2024-05-07,104.92078314852469,105.64102491962922,104.71110712249262,105.10771194223193,996896
2024-05-08,104.75733798864243,106.12436375749488,103.45437662994846,105.12177482092912,865913
2024-05-09,104.99849154112479,106.21892964005416,103.68388269815635,104.37652114028724,884549
2024-05-10,104.20656349971856,104.76421587204308,104.09069060539497,104.58577340047178,1074300
2024-05-13,105.03082834180898,105.75046064865045,104.53324520586267,104.53722121364937,1311720
2024-05-14,105.13651826134418,105.4018459597684,104.7701529712107,105.34399935022834,993186
2024-05-15,105.01554417785171,105.2866741660801,104.18620776766026,104.72125201117393,1079870
2024-05-16,104.87478652264313,106.34011608396875,104.58912926333137,106.15779088478172,962959
2024-05-17,105.38011878832882,106.6932839242106,104.12136676114044,106.47887335752405,820592
2024-05-20,106.86014651083173,108.99333989433094,105.89680007415836,108.5248509837132,644256
2024-05-21,109.57555169780476,109.86146780162672,108.41307380454496,108.77828970199154,1055809
2024-05-22,108.64892039446076,108.71376911474114,106.48285575576986,106.53789364829042,1094896
2024-05-23,106.82270183324873,107.640835747936,106.24725942720511,107.19808261525225,1195472
2024-05-24,106.81744552629829,107.6735559497769,105.39667021688877,105.5178114091029,1168458
2024-05-27,106.13194430793722,106.21567338025609,105.361363131263,105.52486049460389,1187766
2024-05-28,105.1276133830804,105.41055229091495,104.35812469362676,104.64212380521377,812108
2024-05-29,104.41661110553036,105.92647803873938,102.91660782267715,105.20196515351583,905612
2024-05-30,104.8542812993989,105.01009427977779,102.62538515527831,102.73586316768758,969594
2024-05-31,102.81944423352057,103.44162692545295,102.2091541709319,102.64447945157559,1079519
2024-06-03,102.87297979368998,103.57257448238721,101.6168554651868,103.38869685741508,989548
2024-06-04,103.077071919098,103.71548760030532,101.99019038396877,102.75746296572663,893344
2024-06-05,102.89486824287152,102.92644177512989,102.41537899674769,102.88796519864282,1108022
2024-06-06,102.82226164065058,104.24219421833074,102.48391804565098,103.83541928848186,1022556
2024-06-07,103.80718425494794,103.97039145390033,101.5744962511196,102.12578848793085,1022781
2024-06-10,102.67162472405228,103.44039903929473,100.86759125611985,101.0206480446426,1043614
2024-06-11,100.55338808462295,100.7306308792378,97.17424992230042,97.80339944723148,1085727
2024-06-12,97.34309176963214,100.34884165338353,97.20557613689172,99.84713174037093,1193333
2024-06-13,99.94659391041928,101.03878961020966,97.69578908897482,98.67370021102437,846271
2024-06-14,98.46822667109066,98.94831911786515,98.03189360188958,98.1742421610151,787004
2024-06-17,97.94744439067648,99.52882677384231,97.57862081872386,98.77353681920225,923606
2024-06-18,99.07496460717606,100.22335887775611,98.07296163980496,99.9546212644895,1064564
2024-06-19,100.04868900299505,100.90334558549563,98.7921718957033,99.05744107468675,903208
2024-06-20,99.34027785911688,99.4843080626759,97.70871756149718,98.06999376801502,1174141
2024-06-21,98.08258896555996,98.2408433284958,97.46357542011525,97.82729687994157,1056536
2024-06-24,97.66621902252314,98.46472394957391,96.70153972518962,97.30909062008116,710466
2024-06-25,98.30138175912332,100.71956884926122,97.15901862530373,100.47525166064315,962741
2024-06-26,100.39892107775088,101.06961882664983,99.98623692393318,100.33513901070667,1062940
2024-06-27,100.61575501578842,101.85494971139676,98.99025555186164,99.09249542259096,959520
2024-06-28,99.33636473604915,100.47441089136039,99.23838488706814,99.44180424927265,953144
