Date,Open,High,Low,Close,Volume
2024-02-13,104.23827263392134,106.19269141131292,104.03869391117031,105.40581222390242,1026067
2024-02-14,105.16215863253709,105.32172211070284,104.38217032486074,104.69875280681893,924632
2024-02-15,104.53040031971044,104.87143789741103,104.35905156444431,104.71806506168976,863268
2024-02-16,105.32030993824324,106.05465338496758,103.18665089426116,104.51397066012514,776578
2024-02-19,104.52689581008192,104.60065679586887,103.61492526947339,104.37531393691391,679259
2024-02-20,105.02721634693927,106.0607334367751,104.78787622283687,105.34787757705368,909652
2024-02-21,105.21039353800084,106.11151126879774,102.76962224798574,103.91521685698626,959687
2024-02-22,103.9300046062697,107.27311402870484,103.87182543174022,106.15612377850641,1015726
2024-02-23,107.50594291714921,108.38965253036896,107.0497320760435,107.83884262356857,1116279
2024-02-26,107.62758625197358,108.21432967935628,107.01938441045917,107.03934869687247,1033429
2024-02-27,107.18345925148928,107.45675514119601,105.85530434091106,107.09999928354102,1079988
2024-02-28,106.48211833800077,106.51943685588574,105.09337151051956,105.14635328798344,916779
2024-02-29,104.58185399111306,105.82322701948542,104.21485066281662,105.56547176655566,994409
2024-03-01,105.13987698768688,105.91113286964033,105.10013262014702,105.45286676153943,772966
2024-03-04,105.44767034251595,105.58747327581038,102.88754184127762,102.95142532987934,996642
2024-03-05,103.34167284206808,104.31527837265719,102.61499181246558,103.62445255015692,868801
2024-03-06,104.14048051242088,104.7956048839071,102.57731116920907,104.52509012197622,795520
2024-03-07,104.29190347305995,104.54745323681881,103.26898307138991,103.29289400647022,962590
2024-03-08,103.01358287086109,104.91267745334302,102.71759876102786,104.37266292304206,815722
2024-03-11,104.41547791854904,105.07754563435155,103.42043426578142,104.9846704270855,925335
2024-03-12,104.89000304148105,108.40580910657872,104.84599985110182,107.58150896980382,870850
2024-03-13,107.75236273591153,108.11155443238637,106.49812434988773,106.89717215647339,1118488
2024-03-14,107.51131854103335,109.48209842006125,106.63181442959512,109.13543185516178,774304
2024-03-15,108.75694788288357,108.8347477274731,108.11481741286521,108.48678554622654,980061
2024-03-18,108.41313612559772,111.29202689224834,108.26204984670045,111.01640049061756,1009085
2024-03-19,111.21548578684819,112.1693696903961,110.11619144449344,111.39054424679911,1037154
2024-03-20,110.87776255066909,111.8937060187035,110.25221939857154,111.83473998287194,1103916
2024-03-21,112.23125853483462,113.02644911671129,111.42298724288453,112.69460854377306,1034723
2024-03-22,112.84599853970472,114.83023363165242,112.28633132575344,112.54488230658339,562190
2024-03-25,112.74825928267424,113.07130289187367,109.82420260272605,110.59555936972832,914547
2024-03-26,110.381433037116,113.88067704347677,110.38016154024704,112.36847582210578,1048964
2024-03-27,112.42736909145785,115.46765912384805,112.35335087919125,114.7773806243186,995726
2024-03-28,114.65992568420582,115.17052382625272,112.31900506826574,112.94541690177729,1004153
2024-03-29,112.89744585209088,113.0485852880394,112.24727041449113,112.6642277874695,880034
2024-04-01,113.16205911049427,113.44202444752948,110.93374923872496,111.88488855651927,1053257
2024-04-02,111.19983293263955,112.09242693534344,110.7090526307229,111.93830017644004,1044926
2024-04-03,111.30953419311771,112.48042454916644,111.10742740633198,112.25745419894147,942065
2024-04-04,112.92169256146018,115.41769213935791,112.03087057999872,114.18831557503927,986831
2024-04-05,114.5385644233331,115.17531629704494,114.44869916916487,115.09163688580891,1098850
2024-04-08,114.75589757674219,115.04127694889046,114.28521767346314,114.72155678584103,1000359
2024-04-09,115.02904692118229,115.78385834117303,114.5071038881929,115.52403914218165,1045461
2024-04-10,116.19052264278947,116.53961340371595,113.33486159308549,114.4716303671706,874594
2024-04-11,114.49551982656418,114.6836477624879,112.8440573553843,113.07257610515845,1074364
2024-04-12,113.21552149278364,113.9142264832077,112.7969854462977,113.63480183001063,747045
2024-04-15,112.6438108755064,112.66818244095276,112.08356521215592,112.08668097903409,1125463
2024-04-16,112.17759450760998,114.03173493125078,111.85104926828588,113.69041737289237,936649
2024-04-17,114.13887437073971,114.52085473226461,113.47712662004514,114.02834784480518,1081288
2024-04-18,114.47255399847073,114.95235404062305,112.96269315063691,113.03181836096363,908521
2024-04-19,112.78872644603567,113.15591767698389,110.8407165511116,111.47991462355577,1052501
2024-04-22,111.3889164300734,111.46219769749933,107.96065037311266,109.56809995797713,834722
2024-04-23,109.63377175235195,111.67175914182678,109.55592218360934,111.39693938246482,1053367
2024-04-24,112.04484634215633,112.35171777744206,110.88913084340483,111.6475984687273,922675
2024-04-25,111.16887029028085,111.47237712795874,109.92667326206976,110.88815738942503,990717
2024-04-26,110.39376610450664,110.54564098190106,108.87452635135081,109.92505432451682,890454
2024-04-29,110.50502471418274,112.45502635387231,110.11610111824635,110.5909859603883,1172236
2024-04-30,110.52407945487681,110.91540754114281,110.48301988070595,110.62826450058054,1013247
2024-05-01,110.00958271960036,111.02846410602984,108.8223951838458,109.25059955477317,966795
2024-05-02,109.25431653404955,109.77541521394858,108.13781679407963,108.25496855196101,921273
2024-05-03,108.93878725981297,110.6550323381348,108.30236892706323,110.32765268871468,1149035
2024-05-06,110.59866117163031,112.28814886652604,110.25381858957549,111.88646724283171,868319
2024-05-07,111.27967830096041,112.54389772255725,110.40931649262009,112.00987978587835,1100826
2024-05-08,111.88815892564749,114.47472616129176,111.72674647374282,113.68873984875012,1012243
2024-05-09,114.20428666883404,114.45183845592643,113.88348169891219,114.12453632409985,881364
2024-05-10,114.12595537149416,115.08481218687658,113.96446986391703,114.56937829883202,977898
2024-05-13,115.38114415835878,115.44929703266337,114.68044648569942,114.84851311935618,748305
2024-05-14,114.72765875279606,115.19977638351857,112.41731770435092,113.3570756978801,980207
2024-05-15,113.38505432537194,115.04535476702783,113.32464518508525,115.01966316779378,1000455
2024-05-16,113.95245978990847,117.5999296309567,113.58108587619864,116.20439910784059,1001743
2024-05-17,116.42429836213016,117.58044404823944,115.71244968021401,117.30998874594528,1123623
2024-05-20,117.76170614192378,118.15845127784011,117.36497894670168,117.9654749099438,1083738
2024-05-21,117.9661071325786,119.1333698246754,116.23138806807694,118.08972572460573,829877
2024-05-22,117.91813632365395,118.09827384888348,115.17785951967397,116.22902950278589,881781
2024-05-23,117.37152557198087,118.64036477854556,115.88600954594966,116.17301457255518,956370
2024-05-24,115.28632152334735,115.36716964384738,113.05166187802588,113.73259163073514,989817
2024-05-27,113.38594631113494,113.48705965422526,111.02103374660443,111.26551273860781,1050096
2024-05-28,111.64590092258344,112.18194305735886,109.53529064873008,109.95279763804078,998723
2024-05-29,109.81373034913906,110.05446208184111,107.69572298177113,108.09326756705703,983081
2024-05-30,108.52888809243679,110.80325754529835,108.04042877520615,110.63289122364782,1232055
2024-05-31,110.08946251469706,113.43268215956309,109.10861904804003,112.80557356537471,873006
2024-06-03,112.5861919342642,112.87006228407706,110.87424524048323,110.9424060625091,921932
2024-06-04,110.62629251109529,111.21007384777337,108.37924000204298,109.88352315667413,1035701
2024-06-05,109.6685569355003,111.1198361253144,109.1990303229055,110.99599344857842,681794
2024-06-06,110.19210777201451,111.67955827115715,107.75999863563845,108.53845311959611,1158994
2024-06-07,109.0987562972543,109.48159775773075,108.58649912956452,109.21229166338834,891892
2024-06-10,109.5306298692723,110.77614650861977,109.16290901388705,110.39419542539754,1067942
2024-06-11,109.89840695447917,110.67920985831087,109.2924844853761,109.34924037716125,1039241
2024-06-12,109.36086872467796,109.7352352801482,108.09076953920588,108.49318642190873,1186225
2024-06-13,108.05865322960187,110.99011650940112,107.71439359372876,109.8801601751647,1125384
2024-06-14,109.69901201628092,111.14210181523981,109.58608927267417,109.94956887292861,812874
2024-06-17,110.61665166781694,112.58940184754339,110.41623371318218,112.05362127443885,912953
2024-06-18,112.40076101934281,112.42675139910018,110.53084426085893,111.69672216488445,942132
2024-06-19,111.74024520057355,113.7498531327442,111.44045216293338,113.20931622663616,994052
2024-06-20,112.83071840944373,113.27893722059866,112.34886419965194,112.7889094569398,1071226
2024-06-21,113.44278953517393,115.89286049729954,113.1888689612995,115.63272523949153,925167
2024-06-24,115.35532258644155,116.5899802427408,115.10359548170011,115.46758659052337,973836
2024-06-25,114.46504369938226,117.56721551971008,113.91846946069792,116.16342518317087,1007256
2024-06-26,115.5471103251265,115.94826020070772,114.15811198784006,115.93209900350858,1098903
2024-06-27,115.72849723801194,116.25407417647915,114.25004400577515,115.97950000402929,1030916
2024-06-28,115.24854183698156,116.87222211653409,114.44816517042487,116.41024789018095,884157
